op-s6  314.5    1.6200               5/2017       1	
op-sp  168.1    1.8620               5/2017       1	
c1-cv  627.4    1.3060               5/2017       1	
n2-nj  486.8    1.3790               5/2017       1	
nq-nq  339.5    1.4940               5/2017       1	
cv-p3  263.0    1.8080               5/2017       1	
cv-p5  364.9    1.6810               5/2017       1	
np-os  365.3    1.4350               5/2017       1	
nj-nq  377.7    1.4590               5/2017       1	
no-nq  530.4    1.3530               5/2017       1	
cy-sy  210.3    1.8500               5/2017       1	
ce-nm  400.6    1.3990               5/2017       1	
cv-os  378.4    1.3680               5/2017       1	
cy-n1  366.5    1.4270               5/2017       1	
c -op  436.9    1.3250               5/2017       1	
cv-n2  614.8    1.2720               5/2017       1	
cx-oq  304.2    1.4360               5/2017       1	
cx-n1  409.8    1.3920               5/2017       1	
